borrower_id,business_name,industry,nic_code,loan_type,loan_amount_lakhs,vintage_years,region,sanction_date,gstin,pan,employee_count_initial,is_defaulter,true_pd,default_month
MSME04102,Business_04102 Pvt Ltd,Auto Ancillary,C29,Working Capital,75.22,4.8,North,2022-05-11,19OUEKR9326E1Z5,CGDPF1829D,234,0,0.22,-1
MSME04103,Business_04103 Pvt Ltd,Textiles,C13,Working Capital,406.48,3.5,Central,2022-11-21,15FWBJT5259O1Z5,NYGPB0615M,181,1,0.26,12
MSME04104,Business_04104 Pvt Ltd,Services,S90-S99,Trade Finance,77.96,9.6,North,2022-07-03,33HZUKN0990K1Z5,FUBPN8090B,147,0,0.12,-1
MSME04105,Business_04105 Pvt Ltd,Textiles,C13,Term Loan,190.2,6.2,Central,2022-10-09,15LCVRX9610W1Z5,NXUPC3384T,221,0,0.21,-1
MSME04106,Business_04106 Pvt Ltd,Pharma,C21,Working Capital,31.51,11.0,West,2022-02-22,16WCZMH7462V1Z5,GVMPR3285B,51,0,0.12,-1
MSME04107,Business_04107 Pvt Ltd,Pharma,C21,Trade Finance,234.69,1.7,North,2023-07-07,27LIWQX8910O1Z5,UFAPJ5274V,170,0,0.17,-1
MSME04108,Business_04108 Pvt Ltd,IT/ITES,J62,Trade Finance,107.16,2.1,Central,2023-06-17,31KDYFM9764E1Z5,TADPZ3322O,75,1,0.1,24
MSME04109,Business_04109 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,277.22,4.9,Central,2023-01-12,30FPOFU7284I1Z5,QXWPK2686T,229,0,0.17,-1
MSME04110,Business_04110 Pvt Ltd,Manufacturing,C10-C33,Working Capital,12.61,17.0,North,2022-10-22,05SYPPR4263N1Z5,OAYPH2984T,143,1,0.17,18
MSME04111,Business_04111 Pvt Ltd,Services,S90-S99,Working Capital,85.93,2.3,Central,2022-07-27,24PAEHB5659C1Z5,VNKPG5803Q,177,0,0.18,-1
MSME04112,Business_04112 Pvt Ltd,Services,S90-S99,Term Loan,204.16,0.5,North,2023-10-25,34SQWDC5292I1Z5,MZWPD0073J,17,0,0.21,-1
MSME04113,Business_04113 Pvt Ltd,Agriculture Allied,A01,Term Loan,411.73,3.0,South,2023-04-22,05ZOZPR5360X1Z5,SYBPL4124M,120,0,0.22,-1
MSME04114,Business_04114 Pvt Ltd,Pharma,C21,Working Capital,53.86,3.9,East,2022-03-10,34ODMWN7848Y1Z5,BWNPR9442R,180,0,0.15,-1
MSME04115,Business_04115 Pvt Ltd,Agriculture Allied,A01,Term Loan,368.02,8.1,South,2023-03-13,03GHPQJ4021R1Z5,HFZPM4290J,59,0,0.19,-1
MSME04116,Business_04116 Pvt Ltd,Manufacturing,C10-C33,Working Capital,59.03,6.5,North,2022-10-28,32EKAVK4351H1Z5,KEAPA2144W,136,0,0.17,-1
MSME04117,Business_04117 Pvt Ltd,Trading,G45-G47,Term Loan,197.23,16.7,West,2022-01-27,22OCPTL1383M1Z5,EWXPQ3053Y,244,0,0.2,-1
MSME04118,Business_04118 Pvt Ltd,Trading,G45-G47,Working Capital,188.21,7.6,West,2023-09-20,13URYPY9613V1Z5,QNWPX0305N,117,1,0.22,33
MSME04119,Business_04119 Pvt Ltd,Services,S90-S99,Term Loan,78.51,1.8,East,2023-10-16,29VDAPW6524W1Z5,OSEPQ0658O,162,0,0.21,-1
MSME04120,Business_04120 Pvt Ltd,Textiles,C13,Working Capital,162.79,5.1,North,2023-07-07,07EAZUB9913N1Z5,UQXPA0986E,52,0,0.23,-1
MSME04121,Business_04121 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,153.61,5.6,Central,2022-04-16,07JHZAH2991B1Z5,UNZPX2044L,231,0,0.14,-1
MSME04122,Business_04122 Pvt Ltd,Trading,G45-G47,Term Loan,134.25,30.0,South,2023-08-09,29BTCXI5317N1Z5,GZLPX6680P,217,0,0.2,-1
MSME04123,Business_04123 Pvt Ltd,Manufacturing,C10-C33,Term Loan,99.35,0.7,South,2023-07-26,18DMBSI6094U1Z5,HIRPD7720W,199,0,0.23,-1
MSME04124,Business_04124 Pvt Ltd,Food Processing,C10,Trade Finance,27.92,1.1,East,2023-09-26,09PLAQN9667D1Z5,AGXPS9130B,74,0,0.25,-1
MSME04125,Business_04125 Pvt Ltd,Auto Ancillary,C29,Term Loan,168.64,0.8,East,2023-12-16,30WVOQB7567P1Z5,IOXPY0950W,188,0,0.25,-1
MSME04126,Business_04126 Pvt Ltd,Pharma,C21,Trade Finance,96.31,4.4,East,2022-01-11,05URTKB6813O1Z5,JEHPN5065N,235,0,0.12,-1
MSME04127,Business_04127 Pvt Ltd,Agriculture Allied,A01,Working Capital,150.1,0.7,East,2023-10-21,25DHGME3551S1Z5,CXCPO7492H,107,0,0.29,-1
MSME04128,Business_04128 Pvt Ltd,Manufacturing,C10-C33,Working Capital,138.43,5.3,East,2022-08-04,11FDCTF2051Y1Z5,NRLPK9077D,49,0,0.17,-1
MSME04129,Business_04129 Pvt Ltd,Auto Ancillary,C29,Working Capital,211.9,8.1,East,2022-11-17,16VQKDU7288O1Z5,WSIPA7674L,135,0,0.19,-1
MSME04130,Business_04130 Pvt Ltd,Food Processing,C10,Working Capital,218.19,2.8,Central,2023-04-05,21DGIFG0310G1Z5,XGWPU6907Y,148,0,0.23,-1
MSME04131,Business_04131 Pvt Ltd,Agriculture Allied,A01,Trade Finance,1106.41,4.1,Central,2023-06-10,11ZTRUG1627G1Z5,OZDPU6556I,15,1,0.21,10
MSME04132,Business_04132 Pvt Ltd,Manufacturing,C10-C33,Working Capital,135.77,12.2,South,2023-08-02,01YFDPO5117J1Z5,BUGPA6886M,125,0,0.17,-1
MSME04133,Business_04133 Pvt Ltd,Services,S90-S99,Term Loan,83.56,4.2,South,2023-11-23,06KJGZG9288E1Z5,ZFNPN9053D,184,0,0.16,-1
MSME04134,Business_04134 Pvt Ltd,Auto Ancillary,C29,Term Loan,381.3,1.2,East,2022-06-09,16KWWYR9477S1Z5,BXPPY0666D,204,0,0.25,-1
MSME04135,Business_04135 Pvt Ltd,Agriculture Allied,A01,Term Loan,769.17,2.1,South,2023-04-09,28DTRVL0798U1Z5,FLZPY8311B,94,0,0.22,-1
MSME04136,Business_04136 Pvt Ltd,Manufacturing,C10-C33,Term Loan,277.94,3.8,East,2023-06-06,33FANEM8423C1Z5,OAZPW5422L,183,0,0.18,-1
MSME04137,Business_04137 Pvt Ltd,Auto Ancillary,C29,Term Loan,26.79,0.8,Central,2023-09-28,31NFSEW0259R1Z5,AMOPA9754T,114,0,0.25,-1
MSME04138,Business_04138 Pvt Ltd,Food Processing,C10,Working Capital,140.37,4.7,West,2022-09-30,18EMDRT8919J1Z5,XZOPL8013F,142,0,0.23,-1
MSME04139,Business_04139 Pvt Ltd,Manufacturing,C10-C33,Working Capital,54.39,30.0,Central,2022-08-29,06THMDY9264Q1Z5,ZSQPL2740E,101,1,0.17,31
MSME04140,Business_04140 Pvt Ltd,Manufacturing,C10-C33,Term Loan,55.16,5.3,North,2023-10-17,32SYYUE3331G1Z5,ZHYPF3426K,247,0,0.15,-1
MSME04141,Business_04141 Pvt Ltd,Manufacturing,C10-C33,Term Loan,214.44,2.3,Central,2022-06-16,33LZSYL8960F1Z5,ZTJPO6930L,125,0,0.18,-1
MSME04142,Business_04142 Pvt Ltd,IT/ITES,J62,Working Capital,26.56,2.0,North,2023-07-23,10ARCKN5678W1Z5,IZKPO6974B,38,0,0.13,-1
MSME04143,Business_04143 Pvt Ltd,Services,S90-S99,Trade Finance,248.69,13.4,South,2023-10-12,05ZROXU9129Z1Z5,BJQPM8634D,225,0,0.12,-1
MSME04144,Business_04144 Pvt Ltd,Food Processing,C10,Working Capital,161.53,10.3,Central,2022-11-23,28OWZHU9799F1Z5,CIGPB1683V,87,1,0.2,11
MSME04145,Business_04145 Pvt Ltd,Agriculture Allied,A01,Working Capital,83.99,3.2,West,2023-06-13,18PRXTX8585K1Z5,VYRPJ1424W,29,0,0.24,-1
MSME04146,Business_04146 Pvt Ltd,IT/ITES,J62,Working Capital,57.97,2.2,Central,2022-09-30,30CHAVO2992I1Z5,ZQTPT3236N,26,0,0.13,-1
MSME04147,Business_04147 Pvt Ltd,Textiles,C13,Term Loan,153.59,6.2,Central,2023-01-11,07NBVMT9636V1Z5,SJIPZ7742B,126,1,0.21,10
MSME04148,Business_04148 Pvt Ltd,IT/ITES,J62,Term Loan,72.98,1.9,Central,2023-01-10,23PYTIU8326P1Z5,DNZPB8136C,95,0,0.16,-1
MSME04149,Business_04149 Pvt Ltd,Pharma,C21,Working Capital,84.64,0.6,East,2022-11-30,20UCFDA1739B1Z5,QZFPA1514T,107,1,0.2,33
MSME04150,Business_04150 Pvt Ltd,Pharma,C21,Working Capital,10.0,1.9,Central,2022-01-03,29LDWKB5028E1Z5,HORPK1309S,110,0,0.2,-1
MSME04151,Business_04151 Pvt Ltd,Manufacturing,C10-C33,Term Loan,196.34,2.8,Central,2022-08-31,16XATCJ8620M1Z5,XINPC6324Y,106,0,0.18,-1
MSME04152,Business_04152 Pvt Ltd,IT/ITES,J62,Working Capital,98.63,1.5,West,2023-09-12,15UJCRS4497P1Z5,DHRPY9077S,147,0,0.18,-1
MSME04153,Business_04153 Pvt Ltd,Textiles,C13,Working Capital,176.99,1.2,North,2022-02-20,20RHMHZ7083D1Z5,ADCPR5261D,185,0,0.31,-1
MSME04154,Business_04154 Pvt Ltd,IT/ITES,J62,Term Loan,237.42,0.5,North,2022-12-16,12XVDMC4767L1Z5,HSQPU6459A,223,1,0.16,29
MSME04155,Business_04155 Pvt Ltd,Services,S90-S99,Working Capital,196.74,5.0,West,2022-06-23,11QMDMI5977E1Z5,RKAPS2935B,149,0,0.15,-1
MSME04156,Business_04156 Pvt Ltd,Services,S90-S99,Trade Finance,178.2,4.8,South,2022-04-26,06GVVXO4783S1Z5,QNQPZ2314U,5,0,0.15,-1
MSME04157,Business_04157 Pvt Ltd,Textiles,C13,Working Capital,206.28,1.0,Central,2023-11-26,05MZZLE6298F1Z5,IWAPO6292D,139,0,0.31,-1
MSME04158,Business_04158 Pvt Ltd,IT/ITES,J62,Term Loan,1918.47,14.4,South,2022-12-27,34ZBXDG3379T1Z5,OBYPV9581F,109,0,0.08,-1
MSME04159,Business_04159 Pvt Ltd,Auto Ancillary,C29,Term Loan,264.55,2.6,West,2022-12-21,35KZYCE0854T1Z5,NIGPY0855U,45,0,0.2,-1
MSME04160,Business_04160 Pvt Ltd,Services,S90-S99,Trade Finance,138.22,0.5,South,2023-10-28,34JEXQL2694J1Z5,BFQPA6045D,87,0,0.2,-1
MSME04161,Business_04161 Pvt Ltd,Services,S90-S99,Working Capital,232.67,1.2,North,2022-03-17,12NANGJ5939J1Z5,ERZPW9017J,193,0,0.23,-1
MSME04162,Business_04162 Pvt Ltd,Trading,G45-G47,Term Loan,118.94,5.9,East,2022-03-22,09LBNIR5685P1Z5,RQUPP1925F,57,1,0.2,17
MSME04163,Business_04163 Pvt Ltd,IT/ITES,J62,Term Loan,162.83,1.1,South,2022-08-17,32HZLSJ5105C1Z5,CNPPJ9265O,213,0,0.16,-1
MSME04164,Business_04164 Pvt Ltd,Services,S90-S99,Term Loan,264.78,0.5,East,2022-03-13,11EVMPZ5966K1Z5,AEWPF3063D,139,0,0.21,-1
MSME04165,Business_04165 Pvt Ltd,Food Processing,C10,Term Loan,193.48,4.8,South,2023-02-07,32PFAHZ3091S1Z5,UGIPT0269Z,242,0,0.21,-1
MSME04166,Business_04166 Pvt Ltd,IT/ITES,J62,Term Loan,192.7,3.7,West,2022-08-06,34RNFLT4724Q1Z5,OWBPV2960B,164,1,0.11,26
MSME04167,Business_04167 Pvt Ltd,Pharma,C21,Trade Finance,228.11,7.2,East,2023-03-28,26TENTN8718B1Z5,VYBPT4172D,43,1,0.09,34
MSME04168,Business_04168 Pvt Ltd,Trading,G45-G47,Working Capital,23.18,7.4,South,2023-01-02,02FFKWJ4213N1Z5,IJUPS6023X,221,0,0.22,-1
MSME04169,Business_04169 Pvt Ltd,Services,S90-S99,Working Capital,457.95,16.1,West,2023-08-13,28ALRXP4420V1Z5,FSKPI7904K,29,0,0.15,-1
MSME04170,Business_04170 Pvt Ltd,Trading,G45-G47,Trade Finance,170.74,0.5,North,2023-11-01,15PNQDN3235F1Z5,PMQPJ8130T,213,1,0.27,17
MSME04171,Business_04171 Pvt Ltd,Pharma,C21,Working Capital,65.35,0.5,Central,2023-07-14,27VVDGG1549Q1Z5,YLPPZ4419N,143,0,0.2,-1
MSME04172,Business_04172 Pvt Ltd,Textiles,C13,Trade Finance,379.8,21.8,West,2022-11-08,35IYJYJ4583K1Z5,FQLPJ0364C,121,1,0.2,11
MSME04173,Business_04173 Pvt Ltd,Textiles,C13,Term Loan,198.98,5.2,West,2022-10-25,23VJFME3264R1Z5,YICPN8251P,152,1,0.21,30
MSME04174,Business_04174 Pvt Ltd,IT/ITES,J62,Term Loan,203.75,6.3,North,2022-01-24,35EIFOR7557W1Z5,BVUPU6058U,168,0,0.08,-1
MSME04175,Business_04175 Pvt Ltd,Pharma,C21,Working Capital,75.81,0.5,East,2022-04-20,29EKYQM3981M1Z5,ZJWPC9709G,65,0,0.2,-1
MSME04176,Business_04176 Pvt Ltd,Construction,F41-F43,Working Capital,291.24,0.5,South,2022-02-21,32CCFOS2424C1Z5,OVKPN9501F,42,0,0.33,-1
MSME04177,Business_04177 Pvt Ltd,Construction,F41-F43,Term Loan,179.75,0.9,East,2022-10-17,08PCVKP1072R1Z5,RTVPR5859G,138,0,0.31,-1
MSME04178,Business_04178 Pvt Ltd,IT/ITES,J62,Trade Finance,82.2,2.8,West,2023-03-20,21VKRFA8342V1Z5,STDPA8861C,237,1,0.1,27
MSME04179,Business_04179 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,244.48,0.6,South,2023-04-12,08SRLPN3777R1Z5,GAOPC3468R,112,0,0.22,-1
MSME04180,Business_04180 Pvt Ltd,Trading,G45-G47,Working Capital,231.91,3.0,Central,2022-09-16,04ZAWJF6945F1Z5,FBJPL1944K,199,0,0.25,-1
MSME04181,Business_04181 Pvt Ltd,Trading,G45-G47,Working Capital,325.48,4.1,Central,2022-11-20,06YDBYZ6456U1Z5,QMHPX0584G,237,1,0.25,27
MSME04182,Business_04182 Pvt Ltd,Textiles,C13,Working Capital,149.44,0.5,South,2023-10-13,21VXBJY9437T1Z5,VAOPO2676P,129,1,0.31,16
MSME04183,Business_04183 Pvt Ltd,Construction,F41-F43,Trade Finance,271.07,0.6,West,2022-12-04,18UEDSK4888F1Z5,ALSPR3285F,177,0,0.3,-1
MSME04184,Business_04184 Pvt Ltd,Agriculture Allied,A01,Working Capital,73.16,2.4,North,2023-07-10,08AAWER3357S1Z5,VYIPI3585H,126,0,0.24,-1
MSME04185,Business_04185 Pvt Ltd,Services,S90-S99,Working Capital,204.51,0.5,East,2023-02-26,28GORIG0319E1Z5,XEPPS5425D,31,0,0.23,-1
MSME04186,Business_04186 Pvt Ltd,Services,S90-S99,Working Capital,163.04,0.7,East,2022-09-16,35EKZRT1766W1Z5,VWAPV7921G,71,0,0.23,-1
MSME04187,Business_04187 Pvt Ltd,Services,S90-S99,Working Capital,137.6,1.3,North,2023-09-17,29DLZKV8015L1Z5,JDGPY7195S,142,1,0.23,30
MSME04188,Business_04188 Pvt Ltd,Textiles,C13,Trade Finance,40.85,2.8,North,2022-03-06,23CAGRL5393Y1Z5,RPJPS6582M,122,0,0.23,-1
MSME04189,Business_04189 Pvt Ltd,Pharma,C21,Term Loan,127.82,6.3,Central,2022-06-12,07QDJFB3100P1Z5,NSXPC3997N,126,0,0.1,-1
MSME04190,Business_04190 Pvt Ltd,Auto Ancillary,C29,Working Capital,86.78,0.7,North,2022-06-13,25MNKYT7964J1Z5,CGEPL8032Y,14,1,0.27,29
MSME04191,Business_04191 Pvt Ltd,Construction,F41-F43,Working Capital,137.73,6.7,South,2023-11-09,18YGDJR1250E1Z5,MWEPZ0700O,130,0,0.25,-1
MSME04192,Business_04192 Pvt Ltd,Construction,F41-F43,Working Capital,614.37,9.7,Central,2022-02-08,10NSWGZ4897I1Z5,KCKPK0241U,59,0,0.25,-1
MSME04193,Business_04193 Pvt Ltd,Agriculture Allied,A01,Working Capital,179.0,5.3,West,2023-10-27,11VHZRE7112R1Z5,ZFUPX5317I,35,0,0.21,-1
MSME04194,Business_04194 Pvt Ltd,Trading,G45-G47,Working Capital,47.09,0.5,Central,2022-11-16,16DQFLG6431U1Z5,HZMPY0423O,138,0,0.3,-1
MSME04195,Business_04195 Pvt Ltd,Manufacturing,C10-C33,Term Loan,117.66,2.9,Central,2022-12-26,07UJUQP8614H1Z5,NMEPO9017P,156,0,0.18,-1
MSME04196,Business_04196 Pvt Ltd,IT/ITES,J62,Working Capital,273.66,5.4,East,2022-09-26,30GRWFM7867L1Z5,ZFNPI1580Z,234,0,0.1,-1
MSME04197,Business_04197 Pvt Ltd,Trading,G45-G47,Working Capital,59.18,19.2,North,2022-11-20,10GGQEJ4306X1Z5,PJLPH3443S,244,0,0.22,-1
MSME04198,Business_04198 Pvt Ltd,Pharma,C21,Working Capital,203.36,15.2,South,2022-11-22,04ISNCD6171D1Z5,LMCPE0381Q,83,0,0.12,-1
MSME04199,Business_04199 Pvt Ltd,IT/ITES,J62,Term Loan,201.44,2.5,North,2023-08-10,02YDUIB3500W1Z5,IZGPL4774O,83,0,0.11,-1
MSME04200,Business_04200 Pvt Ltd,Construction,F41-F43,Term Loan,156.06,4.8,East,2022-09-14,06PDEEI4169Y1Z5,BCBPK5123R,7,1,0.26,22
MSME04201,Business_04201 Pvt Ltd,Pharma,C21,Term Loan,114.65,11.1,North,2022-07-19,29ZCKYW9396S1Z5,QWQPJ6418F,38,0,0.1,-1
MSME04202,Business_04202 Pvt Ltd,IT/ITES,J62,Term Loan,11.68,8.9,South,2023-03-14,16JGCBA5291K1Z5,GMIPX7273G,51,0,0.08,-1
MSME04203,Business_04203 Pvt Ltd,Agriculture Allied,A01,Term Loan,294.65,3.3,North,2023-09-02,24CTBXF8737O1Z5,VQTPO8862C,23,0,0.22,-1
MSME04204,Business_04204 Pvt Ltd,Agriculture Allied,A01,Working Capital,38.8,1.5,East,2022-04-14,33YPUTE0118V1Z5,XYCPO7546B,34,1,0.29,12
MSME04205,Business_04205 Pvt Ltd,Food Processing,C10,Trade Finance,45.02,0.7,South,2023-01-07,04QOGWM7081Q1Z5,MMPPA1131T,166,0,0.25,-1
MSME04206,Business_04206 Pvt Ltd,Auto Ancillary,C29,Working Capital,109.75,3.3,North,2022-06-13,17HCVVK1108A1Z5,DMMPA8232A,184,0,0.22,-1
MSME04207,Business_04207 Pvt Ltd,Agriculture Allied,A01,Working Capital,205.13,6.4,East,2022-04-23,29VLYFK5340P1Z5,NJWPK7088A,194,0,0.21,-1
MSME04208,Business_04208 Pvt Ltd,Construction,F41-F43,Term Loan,39.36,17.5,East,2023-09-07,11VBAMQ0990M1Z5,HTCPW1284F,89,0,0.23,-1
MSME04209,Business_04209 Pvt Ltd,Manufacturing,C10-C33,Working Capital,200.88,9.9,Central,2023-07-03,30ZDDND7646H1Z5,PMSPS7293W,71,1,0.17,29
MSME04210,Business_04210 Pvt Ltd,Services,S90-S99,Trade Finance,64.57,1.1,South,2022-04-16,11GWMNI4717A1Z5,IOSPF2250A,101,0,0.2,-1
MSME04211,Business_04211 Pvt Ltd,Food Processing,C10,Term Loan,325.07,6.4,South,2023-11-30,25QXSTM9692P1Z5,LLPPD2663W,85,0,0.18,-1
MSME04212,Business_04212 Pvt Ltd,Services,S90-S99,Trade Finance,182.23,1.7,North,2022-12-30,09SHHNS2947F1Z5,TMHPD1939C,166,0,0.2,-1
MSME04213,Business_04213 Pvt Ltd,Auto Ancillary,C29,Trade Finance,105.15,5.8,Central,2022-01-21,05ULFHV6868Z1Z5,UTJPF2232P,236,0,0.16,-1
MSME04214,Business_04214 Pvt Ltd,IT/ITES,J62,Trade Finance,124.08,5.5,South,2023-10-22,29QSFSR4047I1Z5,SDJPH6035W,123,0,0.07,-1
MSME04215,Business_04215 Pvt Ltd,Textiles,C13,Trade Finance,92.08,1.6,East,2022-05-09,10VTSXB7611B1Z5,JKIPK0013O,116,1,0.28,34
MSME04216,Business_04216 Pvt Ltd,Agriculture Allied,A01,Trade Finance,146.13,1.3,South,2023-04-28,23OTOYM1412R1Z5,RGZPX0979I,59,0,0.26,-1
MSME04217,Business_04217 Pvt Ltd,Manufacturing,C10-C33,Term Loan,227.97,0.5,Central,2023-11-30,24OJVUU8105X1Z5,YOKPB2873L,102,0,0.23,-1
MSME04218,Business_04218 Pvt Ltd,Auto Ancillary,C29,Working Capital,42.99,0.5,West,2022-07-18,19SBRRW9896X1Z5,UTPPU0114R,215,0,0.27,-1
MSME04219,Business_04219 Pvt Ltd,Services,S90-S99,Working Capital,30.38,9.8,East,2023-09-12,28ERXEP8560H1Z5,MAZPU1109S,128,0,0.15,-1
MSME04220,Business_04220 Pvt Ltd,Food Processing,C10,Term Loan,449.22,0.5,South,2023-06-05,31GALYW6059X1Z5,RWXPY7570I,133,0,0.26,-1
MSME04221,Business_04221 Pvt Ltd,Agriculture Allied,A01,Trade Finance,140.16,0.5,East,2023-02-24,05LQMEO1133Z1Z5,MXCPR8251E,75,0,0.26,-1
MSME04222,Business_04222 Pvt Ltd,Construction,F41-F43,Term Loan,396.57,1.4,North,2022-08-14,12BHNXK7889G1Z5,VLIPD9868N,191,1,0.31,18
MSME04223,Business_04223 Pvt Ltd,Agriculture Allied,A01,Trade Finance,76.0,10.9,East,2022-07-28,32UWNGZ9671M1Z5,SPIPW6591G,218,0,0.18,-1
MSME04224,Business_04224 Pvt Ltd,Food Processing,C10,Trade Finance,68.23,2.0,South,2022-09-02,04LYTRG5375H1Z5,OHJPA7743R,165,0,0.2,-1
MSME04225,Business_04225 Pvt Ltd,Food Processing,C10,Working Capital,40.07,1.1,North,2022-10-15,12IOMYC2924U1Z5,CSFPF8780K,41,1,0.28,16
MSME04226,Business_04226 Pvt Ltd,Textiles,C13,Working Capital,77.9,6.3,North,2022-03-07,13UXZLX7895R1Z5,LJLPA3462K,54,1,0.23,11
MSME04227,Business_04227 Pvt Ltd,Agriculture Allied,A01,Working Capital,108.41,1.9,North,2022-06-02,12UWQOW4413I1Z5,AHUPU5813L,74,0,0.29,-1
MSME04228,Business_04228 Pvt Ltd,Agriculture Allied,A01,Working Capital,58.26,2.0,West,2023-05-06,12BYXDL1561X1Z5,DWFPF9086C,7,1,0.24,10
MSME04229,Business_04229 Pvt Ltd,Textiles,C13,Term Loan,741.25,6.7,West,2023-03-11,25EVVJR0450X1Z5,ZTAPR5641W,246,0,0.21,-1
MSME04230,Business_04230 Pvt Ltd,Pharma,C21,Trade Finance,77.52,1.4,North,2023-12-04,05HNHIT2910J1Z5,WCLPQ0763D,167,0,0.17,-1
MSME04231,Business_04231 Pvt Ltd,Pharma,C21,Term Loan,226.77,11.4,South,2022-08-06,06HFBHU2552G1Z5,MLAPL0071G,148,0,0.1,-1
MSME04232,Business_04232 Pvt Ltd,IT/ITES,J62,Working Capital,44.41,4.1,North,2023-03-05,23WXWMD4316M1Z5,JGWPU5732B,51,0,0.13,-1
MSME04233,Business_04233 Pvt Ltd,Pharma,C21,Working Capital,52.54,3.9,North,2023-05-17,35QAYKS6867V1Z5,DQTPD8985S,222,0,0.15,-1
MSME04234,Business_04234 Pvt Ltd,Trading,G45-G47,Working Capital,84.01,1.5,East,2023-10-28,22ORLMZ7398L1Z5,JYPPV8983C,166,1,0.3,27
MSME04235,Business_04235 Pvt Ltd,Agriculture Allied,A01,Term Loan,85.68,9.0,East,2023-08-17,25YDFND9946G1Z5,AUDPC7961L,39,0,0.19,-1
MSME04236,Business_04236 Pvt Ltd,Manufacturing,C10-C33,Working Capital,96.69,4.3,East,2022-08-09,26TMOUE8535W1Z5,YHKPJ3366D,196,0,0.2,-1
MSME04237,Business_04237 Pvt Ltd,Agriculture Allied,A01,Working Capital,128.02,0.8,Central,2023-03-11,23ZPSFK6036J1Z5,QNFPV2473I,233,0,0.29,-1
MSME04238,Business_04238 Pvt Ltd,Trading,G45-G47,Working Capital,215.88,1.2,East,2022-10-07,33NXFNV2538T1Z5,ZEUPW0512X,108,0,0.3,-1
MSME04239,Business_04239 Pvt Ltd,Trading,G45-G47,Working Capital,37.94,3.2,East,2023-09-15,11VKQTI9536J1Z5,TPGPJ9410U,45,1,0.25,24
MSME04240,Business_04240 Pvt Ltd,Services,S90-S99,Trade Finance,136.66,7.6,South,2022-04-02,07EDODO6532B1Z5,TFSPB2358L,111,0,0.12,-1
MSME04241,Business_04241 Pvt Ltd,Agriculture Allied,A01,Working Capital,85.66,14.0,West,2023-06-08,15TWBMY8580V1Z5,KLBPF8107T,178,0,0.21,-1
MSME04242,Business_04242 Pvt Ltd,Auto Ancillary,C29,Working Capital,20.52,5.4,West,2022-05-19,35VELEN0450J1Z5,MRXPU7334K,137,0,0.19,-1
MSME04243,Business_04243 Pvt Ltd,Trading,G45-G47,Working Capital,36.49,3.5,West,2023-10-29,23PQGKN8694S1Z5,QZSPH3055R,192,0,0.25,-1
MSME04244,Business_04244 Pvt Ltd,Manufacturing,C10-C33,Working Capital,131.63,1.4,Central,2022-01-23,07VXHJV6236V1Z5,XTLPH7247A,186,1,0.25,14
MSME04245,Business_04245 Pvt Ltd,Textiles,C13,Term Loan,53.66,5.6,North,2023-02-21,03OJGSJ7630F1Z5,ZTCPF9786K,54,0,0.21,-1
MSME04246,Business_04246 Pvt Ltd,IT/ITES,J62,Term Loan,169.68,20.2,East,2022-12-14,15ENIZF0212Q1Z5,CUEPA1632O,22,0,0.08,-1
MSME04247,Business_04247 Pvt Ltd,Services,S90-S99,Term Loan,26.84,3.2,South,2022-08-25,11RXNSI3168E1Z5,TPGPP3861J,181,1,0.16,10
MSME04248,Business_04248 Pvt Ltd,Textiles,C13,Term Loan,165.23,0.9,Central,2022-07-02,01YIGAT0260X1Z5,MDDPS0848X,173,0,0.29,-1
MSME04249,Business_04249 Pvt Ltd,Services,S90-S99,Working Capital,17.41,0.5,West,2023-05-23,13ZTTLQ4776W1Z5,ZNGPN0333X,28,0,0.23,-1
MSME04250,Business_04250 Pvt Ltd,Manufacturing,C10-C33,Term Loan,105.2,1.6,Central,2022-07-17,17BJXAY8915O1Z5,FATPZ6811U,162,0,0.23,-1
MSME04251,Business_04251 Pvt Ltd,Food Processing,C10,Working Capital,63.42,4.2,South,2023-11-13,20JWBMJ0888U1Z5,EGTPT1131B,19,0,0.23,-1
MSME04252,Business_04252 Pvt Ltd,Agriculture Allied,A01,Working Capital,99.33,14.7,Central,2022-05-03,12SVZQP9793B1Z5,ZDOPL2939W,214,1,0.21,17
MSME04253,Business_04253 Pvt Ltd,Construction,F41-F43,Term Loan,144.42,1.8,West,2023-06-30,27TAPJO9750M1Z5,CQLPL3619Z,148,1,0.31,16
MSME04254,Business_04254 Pvt Ltd,Auto Ancillary,C29,Trade Finance,51.16,1.8,North,2023-01-16,01RWBCK8085P1Z5,BFEPT5834I,150,0,0.24,-1
MSME04255,Business_04255 Pvt Ltd,Textiles,C13,Term Loan,60.61,3.3,West,2023-05-30,12JXGJG5787Y1Z5,AJSPQ4424A,223,0,0.24,-1
MSME04256,Business_04256 Pvt Ltd,Agriculture Allied,A01,Working Capital,24.75,12.5,West,2022-01-06,03DDYIA4144C1Z5,PBBPK9056R,5,0,0.21,-1
MSME04257,Business_04257 Pvt Ltd,Auto Ancillary,C29,Working Capital,106.19,2.7,West,2022-10-31,04GZDCJ3104I1Z5,QUYPO6448N,143,1,0.22,34
